Geneid	SRR7821918	SRR7821919	SRR7821920	SRR7821921	SRR7821922	SRR7821937	SRR7821938	SRR7821939	SRR7821949	SRR7821950	SRR7821951	SRR7821952	SRR7821953	SRR7821968	SRR7821969	SRR7821970
ENSMUSG00000094767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048592	10	0	3	6	4	6	1	5	0	1	1	1	3	4	0	0
ENSMUSG00000087360	2	5	1	0	0	0	0	4	0	0	0	0	0	0	0	3
ENSMUSG00000084678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059708	182	245	174	203	215	315	199	355	57	36	55	57	41	141	64	132
ENSMUSG00000079965	2	5	4	7	5	4	2	4	0	3	2	2	0	1	0	0
ENSMUSG00000084575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081281	181	140	122	145	136	136	181	144	78	53	94	56	61	69	46	118
ENSMUSG00000072479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037636	64	99	53	93	80	33	33	54	42	37	68	45	36	16	0	0
ENSMUSG00000064530	1	5	1	1	0	0	0	0	3	0	2	0	1	0	0	0
ENSMUSG00000079566	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000016319	9846	9790	8349	11022	9938	6714	5221	7619	7242	6067	9102	6638	5323	1933	934	1849
ENSMUSG00000084990	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000073125	16	49	21	38	31	108	109	209	4	13	1	16	8	91	17	37
ENSMUSG00000041353	272	265	224	296	220	324	224	390	187	133	232	157	111	250	170	332
ENSMUSG00000082974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081187	4	9	10	6	1	15	5	30	9	3	4	2	1	2	0	0
ENSMUSG00000006423	1164	1241	1117	1377	1178	1882	1319	2136	870	617	909	756	564	548	199	411
ENSMUSG00000084265	4	1	4	2	2	2	1	1	2	2	0	0	0	0	0	0
ENSMUSG00000031232	2540	2267	2051	2362	1497	2266	1500	3419	1535	984	1324	1067	616	560	234	463
ENSMUSG00000067768	97	109	103	136	107	90	56	153	156	133	133	106	105	150	42	103
ENSMUSG00000031231	3333	2842	2343	3062	2442	2766	2309	3442	2603	2121	2909	2127	1642	1848	1746	2058
ENSMUSG00000078317	163	167	128	166	195	191	257	231	105	93	111	87	73	121	59	79
ENSMUSG00000016308	950	958	730	931	840	980	764	1024	831	670	963	638	557	364	159	316
ENSMUSG00000025269	283	272	248	361	259	286	298	314	295	169	262	199	170	2402	65	2096
ENSMUSG00000044149	178	181	155	207	206	230	182	330	196	156	182	131	110	152	46	108
ENSMUSG00000087155	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000031362	33	31	53	70	41	35	17	38	87	61	62	59	42	33	6	23
ENSMUSG00000058147	0	0	0	0	0	6	1	2	0	0	0	0	0	0	2	0
ENSMUSG00000067764	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082629	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000081253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025270	88	71	69	30	60	15247	6606	27103	10303	14391	18495	4310	19107	1065587	936591	1032502
ENSMUSG00000109368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000099172	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ENSMUSG00000033792	1539	1758	1752	1975	1762	1504	1306	2311	911	462	1041	809	465	250	70	110
ENSMUSG00000033777	3230	3898	3639	4680	3252	464	195	961	6745	4687	9532	6035	4585	849	394	603
ENSMUSG00000031365	1225	1032	950	1073	1185	1516	1237	1615	422	252	381	294	250	393	150	338
ENSMUSG00000081081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000096966	0	0	0	0	0	4	2	5	0	0	0	0	0	0	0	0
ENSMUSG00000097110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103141	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031374	7	14	24	12	16	7	9	16	1	0	3	4	1	0	0	0
ENSMUSG00000062070	5195	4706	3812	5617	4098	3597	2792	3422	5985	4324	6355	5133	4008	1011	531	627
ENSMUSG00000031372	1	1	0	0	0	306	69	120	0	0	0	0	0	0	0	0
ENSMUSG00000047242	810	747	682	910	877	908	608	1219	320	214	292	276	261	168	86	112
ENSMUSG00000050379	958	1024	776	1073	664	1234	1032	1429	2452	1782	2125	1535	1316	2551	998	1832
ENSMUSG00000081220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000044400	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000087873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000093059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025271	116	151	129	151	172	250	227	320	94	64	112	87	62	60	21	17
ENSMUSG00000031371	326	379	294	384	456	574	599	588	159	169	204	138	156	126	60	127
ENSMUSG00000079641	4794	3754	3193	4129	3396	4518	3985	4958	1748	1321	2201	1294	1481	3231	1469	4222
ENSMUSG00000065642	1	3	8	4	7	8	3	8	4	0	2	1	2	3	0	0
ENSMUSG00000073012	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081289	0	1	1	1	2	2	0	1	1	0	0	2	1	0	0	0
ENSMUSG00000083814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000119174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036572	626	851	825	992	1062	1293	842	1548	415	356	504	401	370	555	243	355
ENSMUSG00000081778	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000016409	623	688	637	754	628	800	602	907	483	368	496	386	287	267	126	235
ENSMUSG00000036551	73	45	52	59	30	132	103	178	0	0	0	0	2	0	3	0
ENSMUSG00000016427	1025	798	695	908	781	1274	1526	1254	1110	866	1269	742	1052	1460	1438	2005
ENSMUSG00000036537	78	62	62	59	61	109	91	86	59	56	51	42	35	24	9	45
ENSMUSG00000031375	14447	15376	14022	17150	16577	33963	42567	36671	22	24	51	8	42	828	831	594
ENSMUSG00000073243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033737	1	3	1	5	1	4	0	10	0	0	0	0	0	0	0	0
ENSMUSG00002076096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000052821	108	115	125	157	107	258	97	328	264	180	316	314	170	202	85	211
ENSMUSG00000071772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073010	2	0	3	2	7	2	2	10	3	2	3	0	2	24	3	9
ENSMUSG00000064553	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0
ENSMUSG00000082174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081395	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083595	6	6	4	5	1	7	3	9	8	1	16	9	8	6	1	3
ENSMUSG00000065733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000094945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047686	0	0	2	2	1	88	39	50	0	0	0	0	0	0	0	0
ENSMUSG00000079638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000049929	16	17	28	27	29	75	22	93	1	0	0	0	0	6	0	0
ENSMUSG00000071771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050921	508	499	507	643	606	392	109	553	658	425	639	482	608	986	275	829
ENSMUSG00000079637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000054293	174	249	231	344	188	126	34	227	410	347	630	493	337	510	135	333
ENSMUSG00000082630	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000080898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025272	43	41	33	35	42	173	211	202	1	0	0	0	0	2	0	0
ENSMUSG00000031376	0	0	0	0	1	5	3	5	0	0	0	0	0	0	0	0
ENSMUSG00000095698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000119329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118463	1	0	0	1	3	1	5	1	0	0	0	0	0	0	0	0
ENSMUSG00000082297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031383	21	13	10	12	27	20	24	30	9	7	8	4	8	4	5	4
ENSMUSG00000081396	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
ENSMUSG00000073008	233	277	273	366	248	316	56	373	598	342	457	406	351	782	202	488
ENSMUSG00000082961	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000080939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080758	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000096788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031239	640	517	618	551	574	684	444	817	70	48	60	33	30	89	35	98
ENSMUSG00000082172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000055700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000119532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031242	929	899	885	981	818	997	469	1090	807	637	868	663	408	431	252	480
ENSMUSG00000071769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000106388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000073007	3	2	4	7	6	0	0	0	9	2	6	13	10	0	0	0
ENSMUSG00000073006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025268	654	585	558	605	580	2157	2548	2414	815	516	501	244	967	384	123	137
ENSMUSG00000081560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080582	0	0	2	1	1	6	5	0	0	0	0	0	0	0	0	0
ENSMUSG00000093916	17	2	2	3	4	17	7	1	0	0	0	0	0	0	0	0
ENSMUSG00000002012	46	22	38	36	40	214	273	161	4	2	5	0	7	13	6	13
ENSMUSG00000087149	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0
ENSMUSG00000098311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081194	1	1	1	2	1	27	10	29	0	0	0	0	1	1	0	0
ENSMUSG00000068173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053909	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071766	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000050197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080942	1	8	5	7	4	1	11	6	1	0	0	1	0	0	0	0
ENSMUSG00000048047	810	832	885	913	882	964	320	1193	755	432	803	542	407	444	118	244
ENSMUSG00000063663	523	739	701	871	714	634	248	857	626	360	628	453	373	306	95	200
ENSMUSG00000025266	1376	1393	1211	1583	1549	1574	1242	1808	698	491	771	524	491	500	144	221
ENSMUSG00000081782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086629	42	50	48	59	65	88	33	79	22	9	35	25	29	30	15	20
ENSMUSG00000081748	1	3	0	0	3	2	0	2	0	1	0	0	0	5	0	0
ENSMUSG00000081793	0	0	0	0	0	2	4	1	0	0	0	0	0	0	0	0
ENSMUSG00000031245	732	778	754	903	881	922	629	1148	548	315	428	309	325	52	69	101
ENSMUSG00000077652	1	0	3	2	0	1	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000119240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031246	4607	4212	4611	5316	4557	7408	3247	8794	2868	2157	3136	2526	2311	1922	818	1735
ENSMUSG00002074862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000036502	13	13	7	13	13	74	61	89	2	5	4	2	2	6	10	6
ENSMUSG00000092794	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ENSMUSG00000048621	194	206	236	326	234	50	7	87	167	116	223	211	173	93	44	62
ENSMUSG00000084009	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081681	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000082189	3	4	2	1	1	1	1	4	0	2	0	1	3	1	0	0
ENSMUSG00000083928	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025265	122	133	105	127	143	381	468	374	18	3	11	4	5	6	7	14
ENSMUSG00000065907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000056854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000016327	0	0	0	0	1	45	12	27	0	0	0	0	0	0	0	0
ENSMUSG00000025264	598	540	501	574	582	828	919	925	240	163	220	211	178	125	93	159
ENSMUSG00000082497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081473	3	3	2	1	1	0	6	3	2	0	1	2	0	1	0	0
ENSMUSG00000081625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041245	13	6	15	7	9	9	6	20	0	1	0	1	0	6	0	0
ENSMUSG00000083596	30	23	23	25	32	41	68	47	19	10	9	6	11	18	14	9
ENSMUSG00000019558	880	883	776	961	1135	2455	2485	2066	33	31	51	19	37	50	39	54
ENSMUSG00000064524	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084771	12	16	12	21	24	19	23	30	8	5	10	5	11	11	16	15
ENSMUSG00000016534	15178	13069	12828	15433	14482	10830	4135	11922	9817	7357	10967	8351	6722	3221	1043	1961
ENSMUSG00000002015	3029	2599	2260	2823	2651	3862	3793	4427	2234	1552	2108	1384	1902	1606	781	1291
ENSMUSG00000087390	17	27	20	23	21	71	45	50	2	3	8	1	3	1	0	0
ENSMUSG00000025262	271	237	202	255	161	459	370	650	59	47	62	54	29	60	55	24
ENSMUSG00000064416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031378	2115	2336	2101	2655	2163	2275	2868	2427	3149	2727	4171	2863	2264	1422	694	973
ENSMUSG00000084166	21	13	8	15	26	12	5	24	14	21	27	16	15	25	8	30
ENSMUSG00000082423	4	5	0	6	0	1	0	1	2	0	0	0	2	0	0	3
ENSMUSG00000088823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031385	37	57	55	41	47	82	87	70	51	61	92	58	37	9	9	13
ENSMUSG00000002007	21	12	10	13	13	411	379	500	6	4	22	10	3	656	304	494
ENSMUSG00000025665	19	22	18	15	9	157	50	115	1	2	0	5	1	0	1	0
ENSMUSG00000002010	2002	2027	1689	2190	2022	3333	3286	3443	1885	1574	2250	1771	1427	1765	1211	1211
ENSMUSG00000034551	90	106	103	126	158	204	64	221	0	0	0	0	1	3	0	0
ENSMUSG00000002014	2091	2042	1642	1974	1974	1981	2247	2192	1708	1250	1685	1280	1320	725	484	636
ENSMUSG00000083898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000109156	0	0	0	0	0	4	2	4	0	0	0	0	0	0	0	0
ENSMUSG00000034555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002006	89	91	69	74	69	252	303	190	2	3	4	2	1	87	21	31
ENSMUSG00000083392	4	1	3	6	2	2	4	5	2	2	2	0	2	1	0	0
ENSMUSG00000085669	3	5	4	13	11	13	7	10	4	0	0	4	0	3	0	3
ENSMUSG00000064536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079460	0	0	0	0	0	8	19	20	0	0	0	0	0	0	0	0
ENSMUSG00000082669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000031095	960	930	944	1080	1003	1157	373	1428	792	512	861	626	590	584	141	372
ENSMUSG00000025525	479	391	360	515	512	453	283	510	384	405	554	413	325	104	80	127
ENSMUSG00000000355	931	903	785	1033	812	996	256	1139	728	593	820	546	506	309	96	296
ENSMUSG00000025527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000048970	1089	919	825	973	687	964	528	1208	850	555	873	671	415	205	102	135
ENSMUSG00000085611	111	93	91	144	105	90	33	126	259	133	218	181	195	151	42	89
ENSMUSG00000085635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000051361	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080896	37	43	38	45	34	62	6	64	29	24	30	17	23	5	3	15
ENSMUSG00000084030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000064529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025528	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000083845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000095240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002076364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082005	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000080903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080996	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0
ENSMUSG00000083665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084287	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025529	35	45	50	63	48	106	35	147	0	0	0	0	0	6	2	0
ENSMUSG00000034607	280	304	302	308	314	1033	252	1238	0	0	0	0	0	8	1	1
ENSMUSG00000081399	0	1	0	0	6	5	6	2	0	0	0	0	0	0	0	0
ENSMUSG00000084097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083560	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025531	710	1027	937	1149	1102	1018	449	1436	650	492	843	635	526	439	157	306
ENSMUSG00000065510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000041229	1309	1586	1386	1807	1508	1633	1400	1820	1524	1065	1622	1185	1036	2206	1334	2004
ENSMUSG00000031391	380	459	391	635	371	988	902	1093	568	415	559	460	233	670	373	358
ENSMUSG00000064665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082342	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081331	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000083379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000118781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083719	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001986	423	606	659	723	704	834	533	945	25	20	56	16	6	27	12	16
ENSMUSG00002076088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025592	1	1	3	1	7	8	1	2	4	0	0	1	0	0	2	1
ENSMUSG00000080428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084031	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037475	1577	2630	2550	3089	2563	2550	1005	3734	2240	1546	2246	1839	1370	1349	462	795
ENSMUSG00000081398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00002075296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000025860	4487	5204	4923	6098	5445	6271	2702	7452	2547	1643	2540	1836	1536	1585	544	943
ENSMUSG00000025597	41	26	34	44	53	91	87	125	35	21	47	19	25	20	1	18
ENSMUSG00000082324	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000104042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082070	6	6	4	5	2	8	6	11	4	7	4	2	2	12	4	2
ENSMUSG00000081354	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081160	1	1	0	2	1	2	1	1	0	0	0	0	0	0	0	0
ENSMUSG00000050435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
